,id,price,review
0,4adcdb22f964a5203a6021e3,1,9.4
1,4e097de518a8382643c1ccfb,3,9.3
2,5555afa9498efb7ce749253c,2,9.2
3,56423430498e311ad7eaaac9,0,9.2
4,508e4f98e4b0988213119e0e,2,9.2
5,4be302eb63609c74cfd51bff,2,9.2
6,58ceaa82f7f8dd690c2fe199,1,9.2
7,527615f511d2308005acc684,1,9.2
8,596b74b66f706a53b11b1236,1,9.2
9,56e55e7d498e85d4fbfecd17,2,9.1
10,55c05553498e34f444525898,2,9.1
11,4adcdb25f964a520416121e3,2,9.1
12,4cda4b4fcea2224b92d07e4c,2,9.1
13,511a16b0e4b080326d9dc259,2,9.1
14,4cd40a7da61c46881eb7b628,3,9.1
15,4af1b31ff964a52054e221e3,2,9.1
16,4bf7a40b8d30d13a1658ff17,2,9.1
17,4b48aa89f964a5201b5226e3,2,9.1
18,5b4c70d1829b0c002c9fe358,2,9.0
19,4b865be2f964a520548731e3,2,9.0
20,560fa9bd498eb70a6a7d6c7c,1,9.0
21,54c76f54498eb34a1cf458ad,2,9.0
22,4b475f58f964a5201b3026e3,3,9.0
23,5915ae2c2e26802b9bfa41d1,1,9.0
24,543b99c3498e5113f8bf4481,2,9.0
25,4b62cea5f964a5208b532ae3,3,9.0
26,4adcdb23f964a520f06021e3,2,8.9
27,56bcc3c1498e7be180d65d6b,2,8.9
28,52cbe2c2498e4f16a050f914,2,8.9
29,58f5c9d882644478120ead7d,3,8.9
30,53496637498eb5ddafed788b,2,8.9
31,4adcdb20f964a520ba5f21e3,2,8.9
32,525958c1498ec17e93d5617c,2,8.9
33,5347f7ec498e9b8b62b1b1e9,2,8.9
34,511caf29e4b0b784ef5bd6e7,1,8.9
35,57d100be498e8147825baa45,1,8.9
36,4ddd2d44b0fba481fc927360,1,8.9
37,50edb02be4b0de6bf9c94534,2,8.9
38,58e617a652e32d3a08c8d7f7,2,8.9
39,4b1aa394f964a5201eee23e3,3,8.9
40,4adcdb24f964a520366121e3,2,8.9
41,4fba724be4b0c9d40a8997f4,2,8.9
42,4dad421e93a070582bab90c0,3,8.9
43,542d6582498e64aebad30d1c,1,8.8
44,4ee08598d3e38ddb2ac63df3,2,8.8
45,575bd122498e832d637722c2,2,8.8
46,56574c71498ee7d7039e5def,2,8.8
47,59328fa20531e83164fff030,2,8.8
48,500e504890e7cf11e5d77c2a,0,8.8
49,4df99a69ae60f95f822430ad,2,8.8
50,5033bfb8e4b09f23f13eda16,2,8.8
51,4dea5d75d164ef597ce8b0e0,2,8.8
52,5396caec498eb0e46d0e2e9e,1,8.8
53,521c65af11d26fe324ac36a7,1,8.8
54,4ba909d7f964a520cb053ae3,2,8.7
55,534c064f498e856f0736a4e0,2,8.7
56,5a6216cacad1b60bad266a1b,2,8.7
57,518a74f1498e8928a2632ee6,2,8.7
58,4af93b0ef964a5202d1122e3,2,8.7
59,51289893e4b0386981d9e120,1,8.7
60,4eee25292c5bafa619d1fb76,2,8.7
61,58273205952467476ef89083,2,8.7
62,542fe7a5498e9f625c096172,2,8.7
63,4e92b4398b81592e625bf454,2,8.7
64,4ecbf10b61afbf06d98795ad,2,8.6
65,50c1d8a5e4b0194aef7da8db,2,8.6
66,5a240d39da5ede3855f51f73,2,8.6
67,573d8b67cd10fe71e4cd59fd,1,8.6
68,4e7cc319d22dfdd20948bc9a,2,8.6
69,4adcdb25f964a5203f6121e3,2,8.6
70,4af5b164f964a52061fb21e3,3,8.6
71,5079cea8e4b0dad8227f29e3,2,8.6
72,56cd6bdecd1049f19d346900,1,8.6
73,5332a200498ee3bf5e738c58,1,8.5
74,4bf0d98e17880f4752c32937,0,8.5
75,570545bc498e5ea44df72297,2,8.5
76,4fd37074e4b09c51fe42c92b,2,8.5
77,4af2a4a2f964a5201fe821e3,2,8.5
78,580b988a38fa4b2cead89ca9,2,8.5
79,53957bc7498e6a4f589d923d,2,8.5
80,556f2874498e103ac120a121,0,8.5
81,4c08d444f23f952142839628,2,8.5
82,4b637edaf964a520547e2ae3,2,8.5
83,4c4450a4f97fbe9a37f3ba30,2,8.5
84,4b98bbf8f964a520684d35e3,2,8.5
85,524dc331498e75242705f83b,2,8.5
86,5432b9bf498eec433870b660,2,8.5
87,51683026e4b0099252f620c7,2,8.5
88,5450c3ad498efe95d3048f7a,2,8.5
89,4b253f95f964a520ae6e24e3,2,8.5
90,4de655e01f6e9d90c7f02ffc,1,8.5
91,531756f311d2bfb072e6da9a,2,8.5
92,5992c2d9aa6c95730e523eec,2,8.5
93,4adcdb20f964a520ce5f21e3,3,8.4
94,4adcdb24f964a520326121e3,2,8.4
95,5abb60ca4420d82058d100af,2,8.4
96,5162fe72e4b02b32f9838764,2,8.4
97,4b238b77f964a5209d5624e3,1,8.4
98,4e0dc828d4c0f6d6b3f2f8d2,2,8.4
99,5013f43ee4b010591f6fe1c5,0,8.4
